numFrame:X:Y:VX:VY
0:8.06446198254:11.683865282:0.0:0.0
1:8.06405294279:11.6832110745:-0.010226:-0.0163552
2:8.06446198254:11.683865282:0.010226:0.0163552
3:8.07075696992:11.6674153547:0.157375:-0.411248
4:8.06446198254:11.683865282:-0.157375:0.411248
5:8.06446198254:11.683865282:0.0:0.0
6:8.06446198254:11.683865282:0.0:0.0
7:8.06446198254:11.683865282:0.0:0.0
8:8.06446198254:11.683865282:0.0:0.0
9:8.06446198254:11.683865282:0.0:0.0
10:8.06241102265:11.6852953208:-0.051274:0.035751
11:8.06617751703:11.6828372416:0.0941624:-0.061452
12:8.07075696992:11.6674153547:0.114486:-0.385547
13:8.06446198254:11.683865282:-0.157375:0.411248
14:8.06446198254:11.683865282:0.0:0.0
15:8.07168579102:11.6810845798:0.180595:-0.0695176
16:8.07075696992:11.6674153547:-0.0232205:-0.341731
17:8.06446198254:11.683865282:-0.157375:0.411248
18:8.06446198254:11.683865282:0.0:0.0
19:8.06446198254:11.683865282:0.0:0.0
20:8.07075696992:11.6674153547:0.157375:-0.411248
21:8.06446198254:11.683865282:-0.157375:0.411248
22:8.06446198254:11.683865282:0.0:0.0
23:8.06446198254:11.683865282:0.0:0.0
24:8.06446198254:11.683865282:0.0:0.0
25:8.07075696992:11.6674153547:0.157375:-0.411248
26:8.06617751703:11.6828372416:-0.114486:0.385547
27:8.06446198254:11.683865282:-0.0428884:0.025701
28:8.06446198254:11.683865282:0.0:0.0
29:8.07075696992:11.6674153547:0.157375:-0.411248
30:8.07075696992:11.6674153547:0.0:0.0
31:8.07075696992:11.6674153547:0.0:0.0
32:8.07075696992:11.6674153547:0.0:0.0
33:8.06446198254:11.683865282:-0.157375:0.411248
34:8.06446198254:11.683865282:0.0:0.0
35:8.07075696992:11.6674153547:0.157375:-0.411248
36:8.07075696992:11.6674153547:0.0:0.0
37:8.07075696992:11.6674153547:0.0:0.0
38:8.06446198254:11.683865282:-0.157375:0.411248
39:8.07075696992:11.6674153547:0.157375:-0.411248
40:8.06446198254:11.683865282:-0.157375:0.411248
41:8.07075696992:11.6674153547:0.157375:-0.411248
42:8.06446198254:11.683865282:-0.157375:0.411248
43:8.06446198254:11.683865282:0.0:0.0
