numFrame:X:Y:VX:VY
0:24.580536633003046:25.272731754954265:0.45244023:2.025611
1:24.59317525724085:25.348005311547254:0.31596562:1.881839
2:24.618672708650912:25.442075493044968:0.63743633:2.3517547
3:24.606876488662344:25.490804354039632:-0.29490554:1.2182217
4:24.623501810213412:25.540524128239326:0.41563305:1.2429944
5:24.62611864043445:25.58062154630335:0.06542076:1.0024354
6:24.6197148318407:25.59984833508003:-0.16009523:0.48066974
7:24.59344667016006:25.616691299066307:-0.6567041:0.42107412
8:24.565163395579265:25.641763707602895:-0.7070819:0.62681025
9:24.548530392530484:25.634750500190545:-0.4158251:-0.17533019
10:24.525004525533532:25.671962235613563:-0.58814675:0.93029344
11:24.506128525152437:25.691437392816308:-0.47190005:0.48687896
12:24.48668153344131:25.699807664824693:-0.48617482:0.20925681
13:24.46417730564024:25.733388612328504:-0.56260574:0.8395238
14:24.445575278677588:25.7814491830221:-0.46505073:1.2015142
15:24.412672863471798:25.825451362423777:-0.8225604:1.1000545
16:24.37394019150152:25.86568192644817:-0.96831685:1.0057641
17:24.339537323742377:25.919979873285058:-0.8600717:1.3574488
18:24.304038562309447:25.973755478277436:-0.8874691:1.3443902
19:24.262653213128807:26.032534298780487:-1.0346339:1.4694706
20:24.23788550400152:26.075123082602893:-0.6191928:1.0647197
21:24.20215117663872:26.025385384908535:-0.89335823:-1.2434424
22:24.193079327839175:25.989213212176065:-0.22679622:-0.9043044
23:24.168511337652436:25.949671422446645:-0.61419976:-0.9885449
24:24.15483571122332:25.9031113043064:-0.3418907:-1.164003
25:24.13653582317073:25.888262969226368:-0.45749724:-0.3712084
26:24.120650485899386:25.861626095655485:-0.39713347:-0.66592187
27:24.094315751238565:25.845612733422254:-0.65836847:-0.4003341
28:24.05413639719893:25.851875714557924:-1.0044839:0.15657455
29:24.003953172637193:25.855621724942832:-1.2545807:0.09365027
30:23.97877066263338:25.874781940739325:-0.62956274:0.47900543
31:23.957874428353655:25.880640362995425:-0.52240586:0.14646056
32:23.92408864091082:25.872328982469508:-0.8446448:-0.20778453
33:23.884836187595273:25.860189655583078:-0.9813114:-0.3034832
34:23.854261266196644:25.862499225895576:-0.76437306:0.05773926
35:23.80731707317073:25.841951219512193:-1.1736048:-0.5137002
36:23.76725806259527:25.83438238376524:-1.0014753:-0.1892209
37:23.73291920731707:25.829537919207315:-0.8584714:-0.121111624
38:23.68693520150533:25.827358934355942:-1.1496003:-0.054474622
39:23.64498398199314:25.827358934355942:-1.0487806:0.0
40:23.588530094798017:25.823159715605943:-1.4113473:-0.104980476
41:23.557939810403962:25.8256357183689:-0.76475716:0.06190007
42:23.525529011051827:25.823415765529724:-0.81027:-0.055498824
43:23.479350407298014:25.80877995188643:-1.1544651:-0.36589536
44:23.43638523008765:25.801997189405483:-1.0741295:-0.16956908
45:23.399613900533534:25.788037347560973:-0.91928333:-0.34899607
46:23.355150831269054:25.787860673113563:-1.1115768:-0.0044168616
47:23.316456566787345:25.790147198932925:-0.9673567:0.05716315
48:23.24812196312881:25.81491490806021:-1.7083652:0.6191928
49:23.223712723894813:25.809494331173777:-0.61023104:-0.13551444
50:23.19195741234756:25.8233056640625:-0.79388285:0.34528336
51:23.14726901915015:25.82780702172256:-1.1172099:0.11253395
52:23.109035644531247:25.828954125381095:-0.9558344:0.028677594
53:23.075966796874997:25.843349252096033:-0.82672125:0.3598782
54:23.031854516006096:25.855934105849844:-1.1028072:0.31462136
55:22.976027951124234:25.870662097465697:-1.3956642:0.36819983
56:22.912202386623473:25.89602128191692:-1.5956392:0.6339797
57:22.863414634146338:25.90000029773247:-1.2196939:0.0994754
58:22.83791462223704:25.90989662728658:-0.63750035:0.24740824
59:22.81718482040777:25.92470143387957:-0.51824504:0.3701202
60:22.77951219512195:25.941585365853655:-0.9418157:0.42209834
61:22.768819550304876:25.96615847703887:-0.26731613:0.6143278
62:22.731935558784297:25.980182331364325:-0.9220999:0.3505964
63:22.719168909584603:26.003372772961125:-0.31916624:0.5797611
64:22.716585365853657:26.03073170731707:-0.0645886:0.68397343
65:22.69860554020579:26.04738007336128:-0.44949567:0.4162092
66:22.676631335746947:26.06569020341082:-0.54935515:0.45775327
67:22.663152867759145:26.084164205411582:-0.33696172:0.46185008
68:22.640023878144053:26.1114872927782:-0.5782248:0.6830772
69:22.62600514481707:26.14582358755716:-0.35046837:0.85840744
70:22.609884241615852:26.173000726467222:-0.4030226:0.6794285
71:22.610921243807162:26.166876012290395:0.025925057:-0.15311787
72:22.59960895817454:26.168763100228656:-0.28280714:0.0471772
73:22.589197968273627:26.182164753239327:-0.26027477:0.33504134
74:22.59788318168826:26.167595512576217:0.21713035:-0.36423105
75:22.59788318168826:26.167595512576217:0.0:0.0
76:22.593061761623474:26.17905886766387:-0.12053551:0.2865839
77:22.589197968273627:26.182164753239327:-0.09659484:0.07764715
78:22.590731707317072:26.177560975609754:0.03834348:-0.115094446
79:22.59788318168826:26.167595512576217:0.17878687:-0.24913661
80:22.5832089605564:26.16676335032393:-0.36685556:-0.020804059
81:22.59322819407393:26.159081852610516:0.25048086:-0.19203746
82:22.589267101753048:26.16048756669207:-0.09902731:0.035142858
83:22.584053925304875:26.166876012290395:-0.13032943:0.15971114
84:22.5832089605564:26.16676335032393:-0.02112412:-0.0028165495
85:22.589267101753048:26.16048756669207:0.15145354:-0.15689461
86:22.595448146913107:26.154145210080028:0.15452613:-0.15855893
87:22.59049102038872:26.146860589748474:-0.123928174:-0.18211553
88:22.587275033346035:26.141716546779723:-0.080399685:-0.12860107
89:22.587275033346035:26.141716546779723:0.0:0.0
90:22.582422887290395:26.143836640148624:-0.12130366:0.05300234
91:22.5970663824314:26.123434582221797:0.3660874:-0.5100515
92:22.599040527343746:26.127382872046493:0.049353626:0.09870725
93:22.59289020817454:26.133709865663107:-0.15375799:0.15817486
94:22.59567603134527:26.13356391720655:0.06964558:-0.0036487116
95:22.59932986375762:26.13737906107088:0.09134582:0.09537861
96:22.60290944169207:26.12351139719893:0.08948945:-0.3466916
97:22.60290944169207:26.12351139719893:0.0:0.0
98:22.60290944169207:26.12351139719893:0.0:0.0
99:22.60290944169207:26.12351139719893:0.0:0.0
100:22.60290944169207:26.12351139719893:0.0:0.0
101:22.60290944169207:26.12351139719893:0.0:0.0
102:22.61170731707317:26.114634146341462:0.2199469:-0.22193128
103:22.60290944169207:26.12351139719893:-0.2199469:0.22193128
104:22.61170731707317:26.114634146341462:0.2199469:-0.22193128
105:22.61463396770198:26.110893256955027:0.07316627:-0.09352224
106:22.61463396770198:26.110893256955027:0.0:0.0
107:22.614777355659296:26.10559558403201:0.0035846992:-0.13244183
108:22.619186535346795:26.110731945503048:0.1102295:0.12840906
109:22.61463396770198:26.110893256955027:-0.1138142:0.004032787
110:22.61463396770198:26.110893256955027:0.0:0.0
111:22.61463396770198:26.110893256955027:0.0:0.0
112:22.61170731707317:26.114634146341462:-0.07316627:0.09352224
113:22.61170731707317:26.114634146341462:0.0:0.0
114:22.60290944169207:26.12351139719893:-0.2199469:0.22193128
115:22.60290944169207:26.12351139719893:0.0:0.0
116:22.60290944169207:26.12351139719893:0.0:0.0
117:22.60290944169207:26.12351139719893:0.0:0.0
118:22.608780666444357:26.118375035727894:0.14678062:-0.12840906
119:22.606563274104417:26.11985756478658:-0.05543481:0.03706323
120:22.606563274104417:26.11985756478658:0.0:0.0
121:22.598367116044205:26.125162919207316:-0.20490398:0.13263386
122:22.60290944169207:26.12351139719893:0.11355814:-0.041288055
123:22.60290944169207:26.12351139719893:0.0:0.0
124:22.596779606516765:26.128696408155484:-0.15324588:0.12962528
125:22.60290944169207:26.12351139719893:0.15324588:-0.12962528
126:22.60290944169207:26.12351139719893:0.0:0.0
127:22.598367116044205:26.125162919207316:-0.11355814:0.041288055
128:22.614265255811734:26.11906893102134:0.39745352:-0.15234971
129:22.614265255811734:26.11906893102134:0.0:0.0
130:22.61938113328887:26.116167885384908:0.12789695:-0.07252615
131:22.60667849657012:26.121783060213414:-0.31756595:0.14037938
