numFrame:X:Y:VX:VY
0:36.72578851467225:24.96963777867759:0.018819671:-0.114390306
1:36.730689310213414:24.960376452934447:0.122519895:-0.23153315
2:36.730689310213414:24.960376452934447:0.0:0.0
3:36.72675126238567:24.96621951219512:-0.098451205:0.1460765
4:36.72343541587271:24.969407333746187:-0.08289617:0.07969554
5:36.72368634479801:24.963902260384906:0.0062732236:-0.13762684
6:36.72886111375762:24.95455387766768:0.12936924:-0.23370959
7:36.72886111375762:24.95455387766768:0.0:0.0
8:36.72886111375762:24.95455387766768:0.0:0.0
9:36.72886111375762:24.95455387766768:0.0:0.0
10:36.72640559498856:24.955260575457313:-0.061387975:0.017667446
11:36.72343541587271:24.963003525152438:-0.07425448:0.19357374
12:36.72761927162728:24.95704012242759:0.1045964:-0.14908507
13:36.72886111375762:24.95455387766768:0.031046053:-0.062156126
14:36.73208222179878:24.95691977896341:0.08052771:0.059147537
15:36.727906047541914:24.963067537633382:-0.10440436:0.15369399
16:36.73288109756097:24.960975609756094:0.12437626:-0.0522982
17:36.73288109756097:24.960975609756094:0.0:0.0
18:36.73288109756097:24.960975609756094:0.0:0.0
19:36.727906047541914:24.963067537633382:-0.12437626:0.0522982
20:36.715600288205025:24.982488924352133:-0.307644:0.4855347
21:36.71436100657393:24.98373844798018:-0.030982044:0.031238094
22:36.703934653677585:24.99785191977896:-0.26065886:0.35283682
23:36.704861554401674:25.004422160823168:0.02317252:0.16425604
24:36.70376822122713:25.000422661013715:-0.027333332:-0.0999875
25:36.70376822122713:25.000422661013715:0.0:0.0
26:36.69419963557545:25.005745938929113:-0.23921466:0.13308196
27:36.69944353801448:25.00872636004192:0.13109757:0.07451053
28:36.70487435689786:25.018574040110515:0.13577048:0.24619202
29:36.70244444312119:25.0132021127096:-0.060747847:-0.13429819
30:36.70915551162347:25.008337164157773:0.16777673:-0.121623725
31:36.70244444312119:25.0132021127096:-0.16777673:0.121623725
32:36.70244444312119:25.0132021127096:0.0:0.0
33:36.698685630240085:25.01964176829268:-0.09397033:0.1609914
34:36.69658602086509:25.0251494021532:-0.052490238:0.13769086
35:36.7012128429878:25.025456662061735:0.11567056:0.007681498
36:36.70026801876905:25.027202922541917:-0.023620607:0.043656513
37:36.69237143911966:25.025236459127285:-0.1974145:-0.049161587
38:36.69237143911966:25.025236459127285:0.0:0.0
39:36.70246748761433:25.021533977229417:0.25240123:-0.09256206
40:36.71299369998094:25.009760801733993:0.26315534:-0.2943294
41:36.70502030535442:25.01889410251524:-0.19933487:0.22833253
42:36.70502030535442:25.01889410251524:0.0:0.0
43:36.70502030535442:25.01889410251524:0.0:0.0
44:36.70502030535442:25.01889410251524:0.0:0.0
45:36.69924894007241:25.022611947408535:-0.14428414:0.09294613
46:36.69924894007241:25.022611947408535:0.0:0.0
47:36.696306926448166:25.020212759622712:-0.07355034:-0.059979696
48:36.70840016434832:25.016694633669967:0.30233097:-0.08795315
49:36.69924894007241:25.022611947408535:-0.22878061:0.14793286
50:36.69568216463414:25.030669838509905:-0.08916939:0.2014473
51:36.69912347560975:25.025868902439022:0.08603278:-0.120023414
52:36.69912347560975:25.025868902439022:0.0:0.0
53:36.69568216463414:25.030669838509905:-0.08603278:0.120023414
54:36.701422803925304:25.0267343511814:0.14351599:-0.09838719
55:36.692473859089176:25.035734506002285:-0.22372364:0.22500388
56:36.691165443978655:25.037181188071642:-0.03271038:0.03616705
57:36.67987876333841:25.04297047684832:-0.28216702:0.14473224
58:36.657930163871946:25.04643227181783:-0.548715:0.08654488
59:36.57388433689024:25.07893012814405:-2.1011457:0.8124465
60:36.47250136956936:25.09040884622713:-2.5345743:0.28696796
61:36.4183544921875:25.135079315929875:-1.353672:1.1167618
62:36.40596167587652:25.145474942835364:-0.3098204:0.25989068
63:36.38413854087271:25.049778844321644:-0.5455784:-2.3924026
64:36.38322956364329:24.91488406297637:-0.022724433:-3.3723698
65:36.43108273389863:24.946326993616612:1.1963294:0.7860733
66:36.46037996617759:24.90829333793826:0.7324309:-0.9508415
67:36.416080768864326:24.867384241615852:-1.10748:-1.0227275
68:36.40100710985137:24.82824188976753:-0.37684152:-0.97855884
69:36.357104789919966:24.715331554878045:-1.0975581:-2.8227587
70:36.192131824028195:24.52316864758003:-4.1243243:-4.804073
71:36.05961574647485:24.48637683403201:-3.312902:-0.9197954
72:36.022114674637955:24.482753727610515:-0.9375269:-0.09057767
